Simon_Williams 50831
Jackpot 949763
Nick_Fury 234978
Stevie_Hunter 325097
Hyde 225314
Mongoose 334097
Atleza 902657
Lasher 768775
Grey_King 126211
Anti-Cap 100852
Abominable_Snowman 981418
Crazy_Eight 914790
Bombshell 339270
Aquarius 622956
Man-Beast 977831
Quentin_Quire 224620
Gloom 619360
N'Garai 145959
Vavavoom 602697
Batwing 531317
Kid_Colt 625069
Ardina 988044
Darkstar 982773
Honcho 63673
Yellowjacket 52383
Layla_Miller 746407
Spellcheck 980742
Crimson_Cowl 412384
James_Madrox 418130
Diamondback 466431
Kleinstocks 558766
Mary_Zero 40949
Alistair_Smythe 885429
Madame_MacEvil 511876
Sub-Mariner 402481
Tana_Nile 819349
Spectra 883649
Hussar 585244
Forbush_Man 422765
David_Cannon 288524
Melter 523959
Silver_Squire 26367
Ringleader 411436
Adri_Nital 529738
Paragon 791209
Psi-Lord 76659
Gomi 511859
Sprite 532616
X-Ray 985703
Brute_I 345186
Fantasia 637362
Frankie_Raye 404433
Angel_Dust 612638
Kate_Neville 417997
Mr._M 557269
Beta_Ray_Bill 61940
Empath 786971
Set 773517
Kala 769755
Visimajoris 136607
Whiteout 628776
White_Rabbit 1926
Powderkeg 71284
Decay_II 522743
Joey_Bailey 549503
Madame_Hydra 522020
Spellbinder 942516
DJ 386439
Erik_Josten 283457
Mercury 957096
Firebird 139754
Belasco 465491
Silver_Scorpion 980142
Styx_and_Stone 333435
Mar-Vell 730419
Xemnu_the_Titan 291405
Sushi 496464
Jimaine_Szardos 731912
Modred_the_Mystic 373383
Zach 674726
Energizer 967924
Angler 426938
Jack_of_Hearts 332614
Abdul_Alhazred 555457
Paul_Norbert_Ebersol 685262
Slick 953293
Animus 63579
Vector 351410
Jonas_Harrow 662876
Mindmeld 309242
Abner_Little 247067
Super-Adaptoid 260855
Speed 318768
Gabriel_Summers 353826
Mist_Mistress 579876
Night_Thrasher 463542
Ramrod 683299
Wanda_Maximoff 364929
Photon 80515
Bling 992807
Ghost_Girl 778739
Man-Killer 5807
Dirtnap 108158
Manta 811681
Songbird 636387
Arachne 993323
Sleepwalker 75782
Masked_Marauder 43216
Omega 811213
Pretty_Persuasions 445470
Entropic_Man 801898
Lighting_Rod 984309
Nut 193181
Bloodhawk 299700
Bloodlust 404804
Hannibal_King 286536
William_Stryker 250140
Yeti 467071
Administrator 493853
Jocasta 526202
Pistol 215477
Hijacker 440911
Tom_Cassidy 624954
Tess-One 977652
Stacy_X 396223
Tito_Bohusk 329450
Heart_Attack 466440
Jason 5622
Bela 430744
Moon-Boy 194077
Shadow_King 584960
Xi'an_Chi_Xan 885753
Marrina 475532
Frankenstein's_Monster 901127
Libra 807173
Venom 652459
Avarrish 245314
U-Man 389705
Celestial_Madonna 254835
Widget 905954
Torgo_of_Mekka 642685
Agony 112403
Annihilus 882553
Agamemnon 112118
Cat 165480
Crystal 933374
Monica_Rappaccini 607001
Solarr 342977
Elixir 744054
Corruptor 941050
Killer_Shrike 168931
Hulk_2099 534042
Franklin_Storm 394706
Caleb_Alexander 287613
Victor_Mancha 80595
Chronos 704615
Sweetface 98265
Valtorr 526026
Cobra 136098
Master_Khan 838577
Zzzax 505389
Speed_Demon 111512
Anthropomorpho 984541
Aegis 759710
Gateway 687684
Allatou 918569
James_Rhodes 383085
Hammerhead 267904
Chance 444437
Mauler 748089
Death 709136
Iron_Man 814995
Heather_Cameron 470574
Annie_Ghazikhanian 686956
Nate_Grey 661728
Sybil_Dorn 988349
Devil-Slayer 218990
Captain_Britain 947234
Neurotap 944307
Blue_Bullet 85382
Eugene_Judd 718308
Makkari 792497
Sir_Steel 685788
Armadillo 603790
Obituary 299034
Kwannon 842666
Doughboy 373700
Seamus_Mellencamp 544569
Blindspot 922078
Donald_"Donny"_Gill 505360
Kylun 667140
Devil_Hunter_Gabriel 695459
Illusion 788045
Laura_Dean 189665
Karla_Sofen 292012
Elektra_Natchios 355618
Screech 517301
Kilmer 445115
Threnody 544487
Madame_Masque 488726
Jarella 821990
Amun 819622
Smuggler 171394
Hardcase 536207
Chthon 852236
St._John_Allerdyce 544781
Scorcher 152943
American_Eagle 17862
Valinor 243444
Swarm 678101
Theresa_Cassidy 649449
Carl_"Crusher"_Creel 631900
Mutant_Master 555143
Douglas_Birely 499121
Scorpion 447864
Alexander_Summers 565598
Son_of_Satan 873008
Lin_Sun 762158
Centurious 492927
Count_Abyss 581151
Arize 979084
Headlok 481667
Star-Lord 56913
Lady_Lotus 467766
Bloodaxe 961802
All-American 901546
Black_Death 506153
Demiurge 104310
Wildpride 450645
Jude_the_Entropic_Man 239510
Typhoid_Mary 671093
Stem_Cell 928030
Psyche 743086
Venus 191055
Man_Mountain_Marko 206412
Titania 364461
Siryn 669086
Mass_Master 210203
Longneck 522783
Americop 660305
Moses_Magnum 123316
Indra 360945
Morbius 561467
Claire_Voyant 144505
Ares 354934
Spider-Ham 408310
Midnight_Sun 561037
Empathoid 151223
Logan 383671
Luna 741728
Zeitgeist 360165
Stonewall 811995
Airborne 20962
Zero 987110
Lorna_Dane 118148
T-Ray 887474
Wildside 50845
Unuscione 575006
Argus 12285
Dazzler 315077
Steel_Raven 167006
Flygirl 85546
Piranha 492326
Kasper_Cole 608288
Spencer_Smythe 641252
Robbie_Robertson 109881
Urthona 825259
Porcupine 630238
Ever 804952
Killpower 61249
Bres 657016
Black_Panther 903913
Misty_Knight 993457
Joystick 971707
Abe_Brown 490916
Shrunken_Bones 427250
Hellion 306017
Krystalin 784769
Agent_Cheesecake 48230
Blink 51519
Atom_Bob 895406
Chief_Examiner 924727
Gibbon 668595
Commando 716911
Hellfire 886688
Perfection 394744
Aleksander_Lukin 149413
Bethany_Cabe 307132
Hindsight_Lad 850298
Perun 904578
Whirlwind 162252
Darkhawk 851400
Lament 142064
Abyss 716579
Tremolo 437621
Janet_van_Dyne 390032
Ikaris 846896
Ancient_One 228134
Micromax 187609
Trapper 233005
Malekith_the_Accursed 944949
Fixx 605792
Kraven_the_Hunter 839545
Cap_'N_Hawk 708926
Puff_Adder 492679
Harpy 334412
Blood_Rose 802171
Goldeneye 962966
Ziggy_Pig 136651
Jean_Grey 207272
