Human_Top_II 999637
Hyperkind 999617
Ereshkigal 998976
Cannonball 998761
Fenris_Wolf 998734
In-Betweener 998474
Bedlam 998381
Thena 997969
Time_Bomb 997793
Dmitri_Bukharin 997558
Todd_Arliss 997329
Landslide 997025
Cypher 996612
Ooze 996495
Ord 996415
Torso 995507
Ultra-Marine 994909
Gauntlet 994863
Horus 994809
Acrobat 994474
Slapstick 994454
Miguel_O'Hara 994362
Llyra 994288
Miguel_Espinosa 993970
Kohl_Harder_Boulder_Man 993889
Tenpin 993846
Misty_Knight 993457
Shanna_the_She-Devil 993334
Arachne 993323
Bling 992807
Tzabaoth 992533
Toro 992110
Agent_Axis 992046
Skinhead 992016
Trapster 991716
Red_Ronin 991695
One_Above_All 991612
Margali_Szardos 991290
Terminator 990446
Yellow_Claw 989648
Ringo_Kid 989425
Ego_the_Living_Planet 989026
Spirit_of_'76 988998
Surge 988819
Redeemer 988760
Sybil_Dorn 988349
Arsenic 988343
Prowler 988192
Ardina 988044
Whistler 987978
Jens_Meilleur_Slap_Shot 987658
Thirty-Three 987585
Master_of_Vengeance 987383
Alex_Power 987283
Zero 987110
Allison_Blaire 986933
Iron_Cross 986248
X-Ray 985703
Namor_McKenzie 985681
Kate_Bishop 985561
Arabian_Knight 984671
Anthropomorpho 984541
Lighting_Rod 984309
Felicia_Hardy 983020
D-Man 982931
Darkstar 982773
Flubber 981605
Abominable_Snowman 981418
Spellcheck 980742
Legacy 980703
Ricadonna 980605
Starfox 980464
Silver_Scorpion 980142
Nebulon 979767
Elizabeth_Twoyoungmen 979665
Arize 979084
Scalphunter 978646
Vixen 978242
Quasar 978114
Man-Beast 977831
Tess-One 977652
Corona 977350
Danger 976755
Baron_Blood 976493
Nightside 976175
Typeface 975777
Abominatrix 975706
Terror 975329
Patch 974935
The_Angel 974878
Arno_Stark 974713
Elias_Bogan 974592
Murmur 974378
Fallen_One 973360
New_Goblin 972536
Johnny_Ohm 972391
Brother_Tode 972237
Penance 972227
Scrier 972075
Joystick 971707
Shang-Chi 971638
Aftershock 971508
Orphan 970841
Mad_Thinker’s_Awesome_Android 970345
Watcher 969130
War_Eagle 969042
Erik_Magnus_Lehnsherr 969009
Warren_III_Worthington 968993
Ani-Mator 968741
Amahl_Farouk 968659
Delphi 968636
Astron 968062
Mister_Fear 967925
Energizer 967924
Janus 967748
Mentallo 967346
Polaris 967286
Doc_Samson 966595
Derrick_Slegers_Speed 965961
Sentry 965612
Iridia 965543
Riot_Grrl 965258
Enforcer 964738
Lucifer 964098
Rachel_Grey 963812
Rainbow 962993
Goldeneye 962966
Sabreclaw 962838
Prester_John 962650
Aqueduct 962643
William_Baker 962241
Blazing_Skull 961923
Mastermind_of_the_UK 961847
Bloodaxe 961802
Abraxas 961492
Crossfire 961221
Hargen_the_Measurer 961108
Ryder 960914
Matt_Murdock 960651
Matsu'o_Tsurayaba 960219
Richard_Parker 959906
Deadpool 959049
Thunderbolt 958556
Batragon 958178
Victor_Strange 957538
Mercury 957096
the_Tomorrow_Man_Zarrko 956618
Gypsy_Moth 956566
Human_Torch 956534
Skull_the_Slayer 956466
Rhiannon 956361
Paralyzer 955759
Victorius 955414
Missing_Link 955383
Alistaire_Stuart 955243
Krakkan 955119
Numinus 954774
Caber 954306
Locksmith 954255
Mister_Doll 954053
Leader 953906
Plug 953470
Scourge_of_the_Underworld 953417
Star_Stalker 953363
The_Russian 953349
Slick 953293
Manslaughter 953184
Gazer 953033
Foreigner 952836
Llan_the_Sorcerer 952796
Bushman 952556
Barbarus 952313
Spoilsport 952115
Big_Wheel 951792
Shard 951777
Spider_Doppelganger 951470
Graydon_Creed 950929
Vapor 950835
Apryll 949964
Jackpot 949763
Mr._Wu 949143
Silver_Dagger 949062
Spike_Freeman 948228
Tamara_Rahn 947826
Captain_Britain 947234
Shuma-Gorath 946788
Tefral_the_Surveyor 946719
En_Sabah_Nur 946656
Slug 946566
Jeanne-Marie_Beaubier 946509
Shanga 945426
Malekith_the_Accursed 944949
Leash 944935
Shi'ar_Gladiator 944713
Neurotap 944307
Dansen_Macabre 944302
Jack_Frost 944233
Masque 943988
Man-Elephant 943656
Thunderball 943397
Anelle 943396
Shiver_Man 943005
Thor_Girl 942986
Spellbinder 942516
Matador 942514
Bobster 942277
Ozone 941102
Corruptor 941050
Fury 940456
Wild_Thing 940119
Amelia_Voght 939673
Hyppokri 939402
The_Night_Man 937659
Karnilla 936963
Freakmaster 936307
Berzerker 935725
Scarlet_Spider 935471
Wade_Wilson 935049
Hela 934525
Rama-Tut 933874
Nebulos 933832
Bloodstorm 933474
Crystal 933374
Straw_Man 932963
Hephaestus 932658
Bloodtide 932281
Free_Spirit 932227
Living_Hulk 931978
Blade 931937
Fearmaster 931501
Copycat 931279
Spider-Slayer 931222
Jamie_Braddock 930830
Archie_Corrigan 930537
Charon 930280
Jonothon_Starsmore 929474
Champion_of_the_Universe 929290
Human_Torch_II 928738
Justine_Hammer 928234
Stem_Cell 928030
Anti-Vision 927878
Gaia 927835
Recorder 927268
Collective_Man 925460
Man-Eater 925449
Motormouth 925189
Conan_the_Barbarian 925051
Ecstasy 924958
Crossbones 924772
Chief_Examiner 924727
Martinex 924157
Egghead 923951
Achebe 923362
Wind_Warrior 923347
Blindspot 922078
Taurus 921696
Lloigoroth 921379
Groundhog 921204
Feedback 918782
Erg 918597
Allatou 918569
Needle 918274
Jane_Foster 918247
Henry_Peter_Gyrich 918149
Jacqueline_Falsworth 917667
Miss_America 916698
Grotesk 916565
Ymir 915973
Ultragirl 915363
Benedict_Kine 914826
Crazy_Eight 914790
Tom_Thumb 914787
Devil_Dinosaur 914286
Ghost_Maker 914094
Archer 914074
Green_Goblin_IV 913868
Wolf 913454
Yuri_Topolov 913410
X-23 913089
Night_Nurse 912771
Arturo_Falcones 912700
Air-Walker 912017
Solomon_O'Sullivan 911715
Scaleface 910904
Frankie_and_Victoria 910616
Shirow_Ishihara 910297
Blitzkrieger 909782
Juggernaut 908424
Iron_Man_2020 907689
Ghost_Dancer 907039
Danvers_Carol 906911
Loss 906360
Widget 905954
Blockbuster 905812
Genis-Vell 905244
Perun 904578
George_Stacy 904483
Mantra 903938
Black_Panther 903913
Kirtsyn_Perrin_Short_Stop 903416
Senor_Muerte 903191
Tiboro 902754
Vulture 902709
Atleza 902657
Piledriver 902488
Black_Marvel 902289
All-American 901546
Red_Ghost 901467
Ludi 901261
Frankenstein's_Monster 901127
Diablo 900482
Jack_O'Lantern 900246
Network 898603
Jerry_Jaxon 896853
Kirigi 896260
Wiz_Kid 895766
Hyperion 895756
Atom_Bob 895406
Doctor_Druid 894405
Griffin 893689
Hellrazor 893595
Flambe 893576
Asmodeus 892669
Kofi_Whitemane 892113
Grappler 891079
Harald_Jaekelsson 890903
Maximus 890850
Cloud 890572
Michael_Nowman 889792
Rancor 889783
Desmond_Pitt 889597
Warstrike 889548
Wendell_Vaughn 889226
Termagaira 888778
Hamilton_Slade 888532
T-Ray 887474
Onslaught 886992
Hellfire 886688
Outlaw 885954
Xi'an_Chi_Xan 885753
Adam_X 885728
Madam_Slay 885707
Alistair_Smythe 885429
Fan_Boy 884933
Aldebron 884621
Phastos 884530
Vivisector 883751
Barnacle 883691
Spectra 883649
Magnum 882623
Annihilus 882553
Alex 881951
Battleaxe 881649
Richard_Rider 880858
Arcade 880435
Quicksilver 880425
Cloud_9 879309
Jawynn_Dueck_the_Iron_Christian_of_Faith 879205
Stuntmaster 879187
Shockwave 879093
Fasaud 878863
Moon_Knight 878830
Earth_Lord 878324
Bucky_III 877975
Freak 877576
Ch'od 877545
Burner 877231
Hector 877162
Dr._Lemuel_Dorcas 876302
Tempo 876172
Apache_Kid 875830
Super-Nova 875047
Varnae 874984
Guardsman 874459
Jubilee 873854
Unicorn 873478
Son_of_Satan 873008
Harmonica 872656
Nightwind 872511
Sharon_Friedlander 870870
Remnant 870832
Valkin 870688
Blackwulf 870387
Carnage 870234
Ka-Zar 869204
Wolfsbane 868533
Tinkerer 867633
Charles_Xavier 867521
Impala 866808
Vertigo 866788
Baron_Strucker 866776
Dracula 866277
Rune 866074
Gigantus 864590
Dionysus 864566
Amatsu-Mikaboshi 864389
Norrin_Radd 863185
Wreckage 863122
Kl'rt 862899
Alysande_Stuart 862196
Mimic 862077
Double_Helix 861953
Zero-G 861916
Wundarr_the_Aquarian 861798
Antimatter 861505
Texas_Twister 861311
Gregor_Shapanka 860745
Chamber 860324
Omen 860229
Reptyl 859062
Meanstreak 859020
Elektra 858558
Archenemy 857703
Scarecrow_II 856917
Tyr 856325
Belathauzer 856167
Sputnik 856126
Baron_Von_Blitzschlag 855856
Bullseye 855740
Hecate 855578
Elaine_Grey 854511
Jaeger 854115
Rogue 853905
Andrew_Gervais 853645
Hero 853558
Ocelot 853189
Amina_Synge 852963
Chthon 852236
Marduk_Kurios 851762
Darkhawk 851400
Husk 850535
Hindsight_Lad 850298
Evilhawk 850208
Shotgun 849378
Supremor 849319
Lazarus 848776
Ramshot 848759
Johnny_Storm 848254
Gavel 847815
Ozymandias 847771
Doctor_Glitternight 847726
Triton 847461
Loa 847273
Earthquake 847116
Ikaris 846896
Ebon_Seeker 846580
Doctor_Spectrum 846246
Purple_Man 845605
Maha_Yogi 844601
Dr._Marla_Jameson 844335
Wallflower 843789
Kukulcan 843767
Cagliostro 843596
Eternity 843590
Kiber_the_Cruel 843585
Ben_Parker 843093
Torpedo 842811
Kwannon 842666
Will_o'_the_Wisp 842623
Brutacus 842544
Cutthroat 842516
Orikal 841585
James_"Jimmy"_Marks 840814
Flash_Thompson 840515
Dormammu 840402
Rock 839736
Kraven_the_Hunter 839545
Galactus 839495
Master_Khan 838577
Mangle 838566
Apollo 838408
Multiple_Man 836871
Karolina_Dean 836360
Arizona_Annie 836340
Firebolt 835487
Sally_Floyd 834730
Snowfall 834480
Centurius 833284
Isaiah_Bradley 832200
Glitch 831898
Arides 831760
Krang 831716
Karkas 831611
Daisy_Johnson 830991
Temugin 830699
Scintilla 830319
Garokk_the_Petrified_Man 830213
Dark_Phoenix 830200
Hornet 829433
Catiana 828924
Balthakk 828767
Princess_Python 827936
Dagger 827876
Corsair 827785
Onyxx 826710
Misfit 825991
Coldfire 825310
Urthona 825259
Super_Sabre 825155
Senator_Robert_Kelly 824922
Hermod 824791
Sybil_Dvorak 824672
John_Doe 824533
Quantum 824105
Doug_Ramsey 823827
Samuel_Smithers 823292
Thing 822606
Punisher 822524
Spinnerette 822163
Jarella 821990
Jonathan_Richards 821890
Scorpia 821648
Baal 821551
Mother_Nature 821482
Hate-Monger 821277
Stentor 820336
Mother_Night 820328
Manbot 819642
Amun 819622
Tana_Nile 819349
Avalanche 819345
Surtur 819323
Karl_Lykos 819254
Monstro_the_Mighty 818768
Lady_Mastermind 816586
Mole_Man 816461
Conquest 816280
Dmitri_Smerdyakov 816098
Kimura 816035
Calypso 815368
Sebastian_Shaw 815008
Iron_Man 814995
Master_Man 814646
U-Go_Girl 814137
Blackheart 814102
Shalla-Bal 812701
Immortus 812347
Jebediah_Guthrie 812097
Stonewall 811995
Salvo 811832
Manta 811681
Aelfyre_Whitemane 811336
Orka 811263
Omega 811213
Aleksei_Sytsevich 810790
Kehl_of_Tauran 810403
Toad 810197
Uncle_Ben_Parker 809633
Miguel_Santos 809112
Flint_Marko 808817
Captain_Ultra 808801
Hanna_Levy 808402
Warbird 808138
Dromedan 807737
Libra 807173
Living_Diamond 806752
MODAM 806666
Alfie_O'Meggan 806365
Nico_Minoru 806187
Skin 805832
Ardroman 805532
Live_Wire 805524
Famine 805256
Bird-Brain ird	629737
Authority	62  805108
Skywalker 805085
Ever 804952
Revanche 803994
Sundragon 803190
Nox 803056
Drax_the_Destroyer 802362
Blackheath 802181
Blood_Rose 802171
Entropic_Man 801898
Copperhead 801247
Scream 800809
Psyklop 800612
Tomorrow_Man 800366
Haywire 800280
Discus 800215
Big_Bertha 799010
Anne-Marie_Cortez 796652
Kingpin 796101
Cyclone 795647
Marlene_Alraune 794387
Dakota_North 793903
Turac 793300
Colossus 793091
Tether 792911
Sif 792810
Makkari 792497
Maggott 791770
Gambit 791707
Helio 791324
Paragon 791209
Zeus 791162
Nightshade 791029
Marvel_Boy 790582
Vindicator 789850
Bizarnage 789636
SuperPro 789480
Projector 789454
The_Grip 789294
Mister_One 788976
Bushmaster 788766
Karen_Page 788107
Grog_the_God-Crusher 788088
Illusion 788045
Impossible_Man 787256
Empath 786971
Raza 786814
Lifeguard 786762
Eon 786742
Mountjoy 786730
Alicia_Masters 786213
Madame_Web 785732
Prototype 785528
Hybrid 784966
